mv_mean,mv_std,mv_max,mv_sparsity,residual_energy_mean,num_frames,mv_concentration,res_concentration,mv_grid_0,mv_grid_1,mv_grid_2,mv_grid_3,mv_grid_4,mv_grid_5,mv_grid_6,mv_grid_7,mv_grid_8,res_grid_0,res_grid_1,res_grid_2,res_grid_3,res_grid_4,res_grid_5,res_grid_6,res_grid_7,res_grid_8,clip_path
1.4829753637313843,2.8668391704559326,29.068883895874023,0.6159558823529412,111.30314636230469,164,2.3352758989519864,2.3451166283611404,1.2963775634765624,0.9507087543606758,1.6757307767868042,0.7808415606617928,1.4725539803504943,3.4694521786645054,0.3329365074634552,1.1843750558793544,2.208055543899536,12.886080658435821,52.578323401510715,261.63792194128035,6.994585806131363,202.14449238926173,142.70610092282294,55.773751094192264,233.35447961091995,36.0283875644207,ApplyEyeMakeup/v_ApplyEyeMakeup_g01_c01.avi
0.3272969424724579,1.0642048120498657,14.0,0.8573965992647059,18.1984806060791,123,2.2061712140072602,3.547666142637031,0.19634632766246796,0.170676389336586,0.2164112687110901,0.20378126502037047,0.632469243183732,0.5747067768126726,0.14200206696987153,0.09369037002325058,0.7241816788911819,0.3232966214418411,0.8589627087116242,40.35436040610075,0.15178534090518953,64.80681103020906,35.525231543183324,1.5471413463354111,17.50373065471649,3.3357141256332397,ApplyEyeMakeup/v_ApplyEyeMakeup_g01_c02.avi
0.9222858548164368,1.7838929891586304,25.05992889404297,0.6249839154411765,69.48117065429688,259,2.1174011056478013,2.6375450930290993,0.34817066192626955,0.399356871843338,0.8280175268650055,0.3349537909030914,1.0348633050918579,1.615021324157715,0.18296773433685304,1.6279974937438966,1.960120016336441,2.055331218242645,22.64360322356224,22.44875564575195,1.093113249540329,181.64262792766095,151.23396189212798,18.78103922903538,184.3015983648598,44.685657660663125,ApplyEyeMakeup/v_ApplyEyeMakeup_g01_c03.avi
1.4509528875350952,3.003519296646118,39.96248245239258,0.6178147977941176,128.73397827148438,235,2.5368339576638483,2.7587236905338375,0.84971182346344,0.5198608137667179,1.021994169568643,0.4087385058403015,1.6303140580654145,3.1235483825206756,0.11561575755476952,1.7435086846351624,3.6947808504104613,8.099925237894059,52.959608228504656,83.54946446716785,4.256979937851429,204.12639213874937,356.92517747282983,38.87652667462826,338.32732409127055,77.30350717008113,ApplyEyeMakeup/v_ApplyEyeMakeup_g01_c04.avi
1.6349117755889893,2.5880661010742188,25.553865432739258,0.5191957720588235,131.60333251953125,296,2.380923755279848,4.872764136994895,0.9373324692249299,0.6772064328193664,1.7219372749328614,0.8109061121940613,3.9039326779544354,1.6563004553318024,0.4100921869277954,3.198421859741211,1.440904474258423,2.8691693961620333,81.61229636073112,77.24068702757359,7.793147721886635,644.397632586956,155.26699344962836,43.17847886383534,141.2412550345063,36.60337142646313,ApplyEyeMakeup/v_ApplyEyeMakeup_g01_c05.avi
0.4640316665172577,1.2976385354995728,10.0,0.8216176470588236,16.11020278930664,122,3.8643777013865424,3.662385470083993,0.3271688103675842,0.19916149973869324,0.2339177042245865,0.2859440356492996,0.08736594580113888,0.7784615695476532,0.11930800676345825,0.35934119299054146,1.7989021211862564,1.269359391927719,3.0090484827756883,4.050195693969727,0.6763948857784271,7.952288565039635,59.32816031128168,9.104905523732304,35.972847582399844,24.430685597658158,ApplyEyeMakeup/v_ApplyEyeMakeup_g01_c06.avi
1.1249598264694214,3.4693639278411865,45.35416030883789,0.7246553308823529,54.81946563720703,170,2.884928548817883,4.069179021777817,0.44033496975898745,0.21439222246408463,0.27077738791704176,1.048872208595276,2.4230481773614883,0.5012458933517336,0.8382897138595581,3.2576626516878604,1.168171937763691,52.312051528692244,26.526793836802245,3.2473693251609803,43.8618286550045,223.73480035290123,42.27434158325195,11.722063958644867,71.74090703725815,19.424910940229893,ApplyEyeMakeup/v_ApplyEyeMakeup_g02_c01.avi
1.6038973331451416,4.261821746826172,49.01020431518555,0.6781158088235294,176.27903747558594,146,2.4388290488216495,4.089802552543187,0.5082535028457642,0.5707961112260819,0.5023499071598053,1.6120353102684022,3.613693904876709,0.7274520864710212,1.3103881910443307,3.925275148451328,1.7151722729206085,53.80276574790478,76.51592353731394,4.071873569488526,350.78078967034816,723.2700030848384,31.7935243755579,72.2900422424078,245.5124599725008,33.58712957650423,ApplyEyeMakeup/v_ApplyEyeMakeup_g02_c02.avi
2.673846483230591,7.078935146331787,83.35466766357422,0.6073230698529412,188.38839721679688,216,2.144128361873089,2.7773907878097526,2.5643456507474185,1.8386282444000244,0.5319851130247116,2.267323423549533,5.743067640438676,1.3902756966650487,2.553701739758253,5.703957018256188,1.5132896810770036,190.483161072433,176.51494271755217,6.062104991078376,472.2253174006939,523.3982679612934,78.46138710528612,95.55533300042153,127.23221160173416,26.113940441608428,ApplyEyeMakeup/v_ApplyEyeMakeup_g02_c03.avi
0.19117002189159393,0.7848860621452332,16.0,0.8898965992647059,20.598590850830078,170,3.0231902321368276,3.434967315423298,0.14220137484371662,0.1554572492837906,0.12356452047824859,0.05715024173259735,0.28515970297157767,0.12633806951344012,0.01737824212759733,0.238624307513237,0.5796104520559311,23.011328472942115,26.043328201770784,1.060739490389824,16.396408733725547,70.86952312886714,35.3346877604723,4.1265701547265055,8.06947070658207,0.7740412592887879,ApplyEyeMakeup/v_ApplyEyeMakeup_g02_c04.avi
